event_id,parent_company,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,units_allocated,,sell_through_pct,,,"event_id is the unique identifier for each row, hence the PK"
POP101503,Beiersdorf,La Prairie,Asia-Pacific,Singapore,Department Store Atrium,Shop-in-Shop,2024-03-16,2024-04-24,39,LE-RQR17ZOI,La Prairie Pearl Highlighter,77.66,1262,1874,2090,89.67,0.8967,,,
POP101758,L’Oréal Group,Armani Beauty,Asia-Pacific,Hong Kong,High-Street,Shop-in-Shop,2024-06-28,2024-09-25,89,LE-F74N25LZ,Armani Beauty Satin Eyeshadow Palette,95.56,2335,1010,1619,62.38,0.6238,,,
POP100344,LVMH,Guerlain,North America,Miami,Department Store Atrium,Flash Event,2025-05-06,2025-07-16,71,LE-5JWDN9Q6,Guerlain Noir Highlighter,81.57,650,1789,3061,58.44,0.5844,,,
POP100044,Private ,Huda Beauty,Middle East,Abu Dhabi,High-Street,Shop-in-Shop,2024-05-15,2024-07-29,75,LE-XJRMFMX5,Huda Beauty Velvet Mascara,62.77,2528,3139,4715,66.57,0.6657,,,
POP101187,LVMH,Givenchy Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2024-06-23,2024-09-09,78,LE-LR2Q21CA,Givenchy Beauty Velvet Setting Powder,45.09,1931,2668,3792,70.36,0.7036,,,
POP101664,Estée Lauder Companies,NARS,Middle East,Abu Dhabi,Art/Design District,Mobile Pop-Up Truck,2024-04-22,2024-07-13,82,LE-Z86VPBNL,NARS Noir Fragrance,359.25,992,2332,3758,62.05,0.6205,,,
POP100168,Puig,Charlotte Tilbury,Asia-Pacific,Tokyo,High-Street,Standalone Pop-Up,2024-04-26,2024-05-19,23,LE-TUQ1OZ9U,Charlotte Tilbury Satin Setting Powder,66.86,2667,298,532,56.02,0.5602,,,
POP100303,Shiseido Company Limited,Shiseido,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-07-18,2024-10-03,77,LE-5PBLWF7E,Shiseido Mirage Highlighter,88.54,2070,2949,4612,63.94,0.6394,,,
POP101424,Puig,Charlotte Tilbury,Europe,Paris,Department Store Atrium,Flash Event,2025-04-09,2025-06-14,66,LE-HT50637P,Charlotte Tilbury Mirage Mascara,35.57,1577,551,590,93.39,0.9339,,,
POP101994,Chanel Limited,Chanel,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,2024-03-25,2024-04-25,31,LE-6PBZ7JJ0,Chanel Velvet Mascara,69.08,817,768,1475,52.07,0.5207,,,
POP100352,Unilever,Hourglass,Asia-Pacific,Shanghai,Department Store Atrium,Standalone Pop-Up,2024-03-10,2024-03-20,10,LE-KNOL4MHC,Hourglass Rouge Foundation,53.71,1664,1322,1689,78.27,0.7827,,,
POP100091,Private ,Huda Beauty,Asia-Pacific,Hong Kong,Department Store Atrium,Standalone Pop-Up,2024-11-04,2024-11-25,21,LE-VAINAAFY,Huda Beauty Glow Mascara,50.1,1166,2173,2968,73.21,0.7321,,,
POP101456,L’Oréal Group,YSL Beauty,Europe,Berlin,High-Street,Mall Kiosk,2024-03-16,2024-05-30,75,LE-8MU7OZ3G,YSL Beauty Noir Fragrance,246.19,2602,970,1310,74.05,0.7405,,,
POP101932,L’Oréal Group,Valentino Beauty,Middle East,Jeddah,High-Street,Mobile Pop-Up Truck,2024-06-01,2024-08-17,77,LE-WH9T93KV,Valentino Beauty Satin Mascara,64.27,2663,2913,3109,93.7,0.937,,,
POP101593,Puig,Charlotte Tilbury,Asia-Pacific,Tokyo,Department Store Atrium,Shop-in-Shop,2024-04-25,2024-05-16,21,LE-9OPTKY1L,Charlotte Tilbury Lumière Foundation,76,618,1952,2123,91.95,0.9195,,,
POP101476,LVMH,Fenty Beauty,Europe,Berlin,High-Street,Shop-in-Shop,2025-01-14,2025-01-21,7,LE-4H8RZIRL,Fenty Beauty Lumière Primer,54.27,1726,1701,2596,65.52,0.6552,,,
POP100261,Hermès International,Hermès Beauty,North America,Chicago,High-Street,Standalone Pop-Up,2025-04-15,2025-07-10,86,LE-KQF881R2,Hermès Beauty Mirage Eyeshadow Palette,130.34,1824,615,1075,57.21,0.5721,,,
POP101606,Hermès International,Hermès Beauty,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2024-05-31,2024-06-20,20,LE-GBU3LLPM,Hermès Beauty Velvet Foundation,89.13,1076,2008,3081,65.17,0.6517,,,
POP100514,Shiseido Company Limited,Clé de Peau Beauté,Latin America,Bogotá,Department Store Atrium,Mall Kiosk,2024-03-29,2024-06-22,85,LE-WA8KRZIU,Clé de Peau Beauté Noir Blush,32.97,1496,162,254,63.78,0.6378,,,
POP101602,Beiersdorf,La Prairie,North America,New York,High-Street,Standalone Pop-Up,2024-04-25,2024-06-18,54,LE-6PD41NWI,La Prairie Noir Fragrance,239,1132,2975,3243,91.74,0.9174,,,
POP101270,Private ,Huda Beauty,Latin America,Bogotá,High-Street,Mobile Pop-Up Truck,2024-12-04,2025-02-09,67,LE-3J5I4CTJ,Huda Beauty Opulence Primer,56.81,1181,220,386,56.99,0.5699,,,
POP101651,Unilever,Hourglass,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2024-07-21,2024-10-17,88,LE-MHLDF8ZF,Hourglass Velvet Eyeshadow Palette,141.57,775,968,1384,69.94,0.6994,,,
POP101208,Private ,Pat McGrath Labs,Europe,Paris,High-Street,Mobile Pop-Up Truck,2024-08-25,2024-10-07,43,LE-RA7Y6QIJ,Pat McGrath Labs Lumière Serum,132.97,2534,3114,4744,65.64,0.6564,,,
POP101560,L’Oréal Group,Valentino Beauty,Latin America,Lima,High-Street,Flash Event,2024-03-05,2024-04-05,31,LE-JMTBVDTQ,Valentino Beauty Mirage Lipstick,41.62,2813,1325,1780,74.44,0.7444,,,
POP101344,Hermès International,Hermès Beauty,Europe,London,Department Store Atrium,Standalone Pop-Up,2025-07-10,2025-07-27,17,LE-5HQBK8CV,Hermès Beauty Velvet Primer,83.19,1327,2736,3342,81.87,0.8187,,,
POP100300,L’Oréal Group,Lancôme,North America,Miami,Luxury Mall,Mall Kiosk,2024-06-24,2024-07-04,10,LE-CQBVB62X,Lancôme Rouge Blush,67.83,1180,222,303,73.27,0.7327,,,
POP100534,Shiseido Company Limited,Shiseido,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,2024-04-03,2024-05-10,37,LE-AR3COGGM,Shiseido Satin Mascara,36.7,1189,570,1201,47.46,0.4746,,,
POP101010,Unilever,Hourglass,Middle East,Jeddah,Art/Design District,Mobile Pop-Up Truck,2024-03-04,2024-05-05,62,LE-69IOX45Q,Hourglass Velvet Fragrance,385.46,1012,2727,3677,74.16,0.7416,,,
POP100315,Puig,Charlotte Tilbury,Asia-Pacific,,High-Street,Mall Kiosk,2024-06-27,2024-07-21,24,LE-K3AN2LJ7,Charlotte Tilbury Éclat Foundation,115.55,1632,734,1038,70.71,0.7071,,,
POP101530,Hermès International,Hermès Beauty,Latin America,São Paulo,Art/Design District,Flash Event,2024-04-29,2024-05-11,12,LE-6IGPVAK4,Hermès Beauty Mirage Fragrance,200.82,1017,2244,3033,73.99,0.7399,,,
POP100453,L’Oréal Group,YSL Beauty,North America,Miami,Department Store Atrium,Standalone Pop-Up,2025-06-20,2025-07-14,24,LE-WAWAB9HC,YSL Beauty Lumière Highlighter,88.8,1443,1881,3342,56.28,0.5628,,,
POP100175,Estée Lauder Companies,Tom Ford Beauty,Asia-Pacific,Hong Kong,Art/Design District,Standalone Pop-Up,2025-05-16,2025-07-07,52,LE-VXZDY3MW,Tom Ford Beauty Opulence Serum,298.46,993,1643,2364,69.5,0.695,,,
POP101961,L’Oréal Group,YSL Beauty,Middle East,Doha,Art/Design District,Standalone Pop-Up,2024-06-18,2024-09-12,86,LE-5WIITW3W,YSL Beauty Mirage Eyeshadow Palette,114.41,1218,2431,4361,55.74,0.5574,,,
POP100859,LVMH,Dior,Europe,Madrid,High-Street,Standalone Pop-Up,2024-10-26,2024-12-26,61,LE-7P8C1L64,Dior Velvet Highlighter,62.88,2478,1856,2249,82.53,0.8253,,,
POP102056,Shiseido Company Limited,Shiseido,Middle East,Riyadh,Art/Design District,Flash Event,2024-06-22,2024-08-08,47,LE-OKZF8KTC,Shiseido Mirage Fragrance,343.04,482,1631,1965,83,0.83,,,
POP100123,Estée Lauder Companies,Tom Ford Beauty,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2024-03-05,2024-03-25,20,LE-V4JKQOXS,Tom Ford Beauty Glow Blush,51.23,2437,4210,4416,95.34,0.9534,,,
POP101532,Estée Lauder Companies,MAC Cosmetics,Latin America,São Paulo,High-Street,Shop-in-Shop,2025-01-28,2025-04-10,72,LE-GV9SUQ49,MAC Cosmetics Pearl Foundation,55.51,2382,1836,2204,83.3,0.833,,,
POP100394,Puig,Charlotte Tilbury,North America,Miami,High-Street,Standalone Pop-Up,2024-06-24,2024-08-27,64,LE-FA66GVZO,Charlotte Tilbury Lumière Setting Powder,40.54,2273,2756,3741,73.67,0.7367,,,
POP100809,Estée Lauder Companies,MAC Cosmetics,Latin America,São Paulo,High-Street,Mall Kiosk,2025-06-05,2025-07-28,53,LE-16LEPG5L,MAC Cosmetics Opulence Primer,80.67,2349,2062,2487,82.91,0.8291,,,
POP100039,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2024-07-19,2024-09-22,65,LE-7I2CRDBK,Clé de Peau Beauté Lumière Highlighter,45.49,866,3089,4563,67.7,0.677,,,
POP100462,Estée Lauder Companies,Tom Ford Beauty,Asia-Pacific,Seoul,Art/Design District,Shop-in-Shop,2024-11-22,2025-02-07,77,LE-OP8QO7B6,Tom Ford Beauty Opulence Mascara,72.76,1389,3673,4260,86.22,0.8622,,,
POP101999,Private ,Huda Beauty,Europe,Berlin,High-Street,Mall Kiosk,2025-05-12,2025-07-03,52,LE-ODVU82RE,Huda Beauty Pearl Primer,61.25,1023,2355,3022,77.93,0.7793,,,
POP101380,Sisley,Sisley-Paris,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-10-08,2025-01-03,87,LE-P23YUZHI,Sisley-Paris Glow Highlighter,40.17,1753,2702,3458,78.14,0.7814,,,
POP100331,Unilever,Hourglass,Asia-Pacific,Seoul,Art/Design District,Flash Event,2024-07-30,2024-08-05,6,LE-8RAW3NBG,Hourglass Satin Setting Powder,52.45,905,1676,2145,78.14,0.7814,,,
POP100194,Estée Lauder Companies,MAC Cosmetics,Asia-Pacific,Shanghai,Art/Design District,Flash Event,2024-10-25,2024-12-24,60,LE-SECENTXZ,MAC Cosmetics Lumière Fragrance,102.05,463,2109,3512,60.05,0.6005,,,
POP102010,Sisley,Sisley-Paris,Asia-Pacific,Tokyo,Department Store Atrium,Mobile Pop-Up Truck,2024-09-15,2024-10-21,36,LE-8MHRHKEM,Sisley-Paris Opulence Eyeshadow Palette,128.87,1499,4631,4720,98.11,0.9811,,,
POP100322,Chanel Limited,Chanel,North America,New York,Luxury Mall,Mobile Pop-Up Truck,2025-03-26,2025-06-04,70,LE-LTIK507O,Chanel Velvet Fragrance,289.78,1698,1606,2268,70.81,0.7081,,,
POP100266,L’Oréal Group,Valentino Beauty,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2024-09-18,2024-10-30,42,LE-Y802G81A,Valentino Beauty Noir Serum,202,1008,3696,4447,83.11,0.8311,,,
POP101604,Estée Lauder Companies,MAC Cosmetics,Middle East,Abu Dhabi,Airport Duty-Free,Standalone Pop-Up,2024-06-11,2024-09-03,84,LE-1ZQ154VN,MAC Cosmetics Lumière Eyeshadow Palette,130.99,2452,1714,2469,69.42,0.6942,,,
POP101106,L’Oréal Group,Armani Beauty,Middle East,Dubai,High-Street,Shop-in-Shop,2024-09-21,2024-12-04,74,LE-LYSQ1B11,Armani Beauty Glow Eyeshadow Palette,68.78,1388,2180,2758,79.04,0.7904,,,
POP101938,Estée Lauder Companies,MAC Cosmetics,Latin America,Buenos Aires,Airport Duty-Free,Mall Kiosk,2025-03-21,2025-06-08,79,LE-WZCUTZFQ,MAC Cosmetics Rouge Primer,77.79,2462,3736,4578,81.61,0.8161,,,
POP101041,LVMH,Guerlain,North America,Chicago,High-Street,Standalone Pop-Up,2024-12-19,2025-01-19,31,LE-94B1DJBW,Guerlain Éclat Serum,180.99,1167,374,509,73.48,0.7348,,,
POP102090,Estée Lauder Companies,NARS,Europe,Berlin,Luxury Mall,Flash Event,2024-06-01,,16,LE-IMUOQ9XH,NARS Pearl Lipstick,71.02,1941,3205,4562,70.25,0.7025,,,
POP102103,L’Oréal Group,Armani Beauty,Latin America,Lima,Department Store Atrium,Standalone Pop-Up,2024-10-15,2024-11-05,21,LE-MILKVPO9,Armani Beauty Noir Highlighter,62.57,1710,3791,4658,81.39,0.8139,,,
POP100674,Estée Lauder,Estée Lauder,North America,Los Angeles,Department Store Atrium,Shop-in-Shop,2024-06-17,2024-09-11,86,LE-TT0DFA1R,Estée Lauder Mirage Blush,67.48,1676,3657,3657,100,1,,,
POP101073,L’Oréal Group,Lancôme,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2024-08-06,2024-10-13,68,LE-6M2T2IFE,Lancôme Velvet Highlighter,77.83,826,1588,3229,49.18,0.4918,,,
POP101741,Chanel Limited,Chanel,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-04-03,2025-06-23,81,LE-T2S8WW6I,Chanel Lumière Lipstick,53.45,871,1512,2396,63.11,0.6311,,,
POP102058,Estée Lauder Companies,Bobbi Brown,Latin America,Lima,Department Store Atrium,Shop-in-Shop,2024-10-10,2024-11-18,39,LE-GZU3FXUG,Bobbi Brown Pearl Eyeshadow Palette,123.71,1880,1376,1648,83.5,0.835,,,
POP101934,Sisley,Sisley-Paris,Middle East,Riyadh,Department Store Atrium,Flash Event,2025-01-31,2025-04-11,70,LE-RBRQRRZN,Sisley-Paris Pearl Foundation,49.69,1098,2891,4429,65.27,0.6527,,,
POP101712,Private ,Rare Beauty,Europe,Madrid,Art/Design District,Standalone Pop-Up,2024-04-03,2024-06-16,74,LE-CISG350F,Rare Beauty Rouge Primer,54.74,1221,2049,2286,89.63,0.8963,,,
POP101764,L’Oréal Group,Valentino Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2025-04-29,2025-07-05,67,LE-N7DE6S0C,Valentino Beauty Mirage Eyeshadow Palette,107.58,1103,3914,4736,82.64,0.8264,,,
POP100787,Unilever,Hourglass,Asia-Pacific,Tokyo,Department Store Atrium,Standalone Pop-Up,2025-07-16,2025-08-09,24,LE-CSVV665P,Hourglass Noir Fragrance,363.16,1204,2021,2523,80.1,0.801,,,
POP101892,Estée Lauder Companies,Bobbi Brown,North America,New York,Department Store Atrium,Mobile Pop-Up Truck,2024-02-21,2024-04-30,69,LE-WE15WCGG,Bobbi Brown Mirage Primer,80.07,1276,1707,2449,69.7,0.697,,,
POP101605,Estée Lauder Companies,Bobbi Brown,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2025-01-05,2025-02-11,37,LE-K6XTT4QJ,Bobbi Brown Satin Highlighter,69.21,1200,3568,4308,82.82,0.8282,,,
POP101993,L’Oréal Group,YSL Beauty,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2025-05-24,2025-06-29,36,LE-P1UZ0XNI,YSL Beauty Satin Primer,53.1,980,162,351,46.15,0.4615,,,
POP101818,L’Oréal Group,YSL Beauty,Latin America,Mexico City,Airport Duty-Free,Flash Event,2024-11-04,2024-12-29,55,LE-9VN6DNYK,YSL Beauty Velvet Highlighter,88.68,2287,2906,4704,61.78,0.6178,,,
POP100926,Puig,Charlotte Tilbury,Europe,Paris,Luxury Mall,Standalone Pop-Up,2024-08-31,2024-10-12,42,LE-U6UD8TFX,Charlotte Tilbury Opulence Setting Powder,46.6,1648,3238,4968,65.18,0.6518,,,
POP101428,Puig,Charlotte Tilbury,Latin America,Bogotá,Department Store Atrium,Mall Kiosk,2025-05-22,2025-05-27,5,LE-AR66S6O1,Charlotte Tilbury Noir Highlighter,35.27,1559,1433,1871,76.59,0.7659,,,
POP100572,LVMH,Guerlain,Middle East,Doha,Art/Design District,Mall Kiosk,2025-04-05,2025-04-24,19,LE-IBK6S4G9,Guerlain Satin Fragrance,294.31,1078,1176,1800,65.33,0.6533,,,
POP101775,L’Oréal Group,Valentino Beauty,Europe,Madrid,Art/Design District,Mobile Pop-Up Truck,2024-10-20,2024-12-18,59,LE-3E3901LR,Valentino Beauty Noir Serum,119.49,822,1678,2119,79.19,0.7919,,,
POP100680,Shiseido Company Limited,Clé de Peau Beauté,Middle East,Dubai,Department Store Atrium,Mall Kiosk,2024-12-26,2025-03-09,73,LE-U2H8M8V4,Clé de Peau Beauté Noir Lipstick,46.06,902,994,1617,61.47,0.6147,,,
POP100365,Private ,Huda Beauty,Latin America,Bogotá,Department Store Atrium,Flash Event,2024-11-12,2024-12-31,49,LE-RV21X9YV,Huda Beauty Velvet Setting Powder,66.5,1366,3021,4165,72.53,0.7253,,,
POP100620,L’Oréal Group,Valentino Beauty,Latin America,Lima,High-Street,Standalone Pop-Up,2024-11-22,2025-01-25,64,LE-2M0ECMBF,Valentino Beauty Velvet Blush,68.08,1173,1885,2687,70.15,0.7015,,,
POP101650,LVMH,Fenty Beauty,Latin America,São Paulo,High-Street,Standalone Pop-Up,2025-03-22,2025-06-14,84,LE-D345PXO5,Fenty Beauty Lumière Primer,45.2,2000,1240,2348,52.81,0.5281,,,
POP101502,L’Oréal Group,YSL Beauty,North America,Chicago,High-Street,Shop-in-Shop,2024-12-28,2025-01-26,29,LE-DPH98NW0,YSL Beauty Pearl Fragrance,96.08,1708,2947,4645,63.44,0.6344,,,
POP101948,LVMH,Fenty Beauty,Latin America,Bogotá,High-Street,Flash Event,2025-01-10,2025-03-24,73,LE-NOGXTHER,Fenty Beauty Mirage Eyeshadow Palette,147.16,2145,1138,1189,95.71,0.9571,,,
POP101998,Shiseido Company Limited,Clé de Peau Beauté,Middle East,Jeddah,Luxury Mall,Mobile Pop-Up Truck,2024-02-21,2024-05-21,90,LE-LVPHL8BT,Clé de Peau Beauté Pearl Lipstick,42.97,919,2042,2157,94.67,0.9467,,,
POP101991,L’Oréal Group,Armani Beauty,Europe,Madrid,Airport Duty-Free,Mall Kiosk,2024-12-25,2025-01-09,15,LE-8WV0G683,Armani Beauty Glow Serum,98.1,1733,2673,3102,86.17,0.8617,,,
POP101523,Estée Lauder Companies,Tom Ford Beauty,Europe,London,Airport Duty-Free,Standalone Pop-Up,2024-07-01,2024-09-02,63,LE-2OGVA3GH,Tom Ford Beauty Satin Fragrance,367.85,1474,950,1987,47.81,0.4781,,,
POP100752,LVMH,Fenty Beauty,Middle East,Abu Dhabi,Luxury Mall,Mall Kiosk,2025-02-19,2025-02-24,5,LE-RODFHO3W,Fenty Beauty Lumière Serum,261.36,1071,642,989,64.91,0.6491,,,
POP100583,Chanel Limited,Chanel,Latin America,Lima,Art/Design District,Flash Event,2024-12-06,2024-12-09,3,LE-KFFLDY4A,Chanel Glow Mascara,31.2,867,1086,1948,55.75,0.5575,,,
POP101027,Shiseido Company Limited,Shiseido,Latin America,Bogotá,High-Street,Flash Event,2024-12-31,2025-01-22,22,LE-XKB5AMAY,Shiseido Satin Foundation,54.77,1365,3944,4729,83.4,0.834,,,
POP100318,LVMH,Guerlain,Middle East,Jeddah,High-Street,Shop-in-Shop,2024-09-19,2024-11-22,64,LE-VAXADJET,Guerlain Velvet Eyeshadow Palette,129.34,2582,3391,3993,84.92,0.8492,,,
POP101383,LVMH,Fenty Beauty,Latin America,São Paulo,High-Street,Shop-in-Shop,2024-08-31,2024-10-07,37,LE-FDDZCQC7,Fenty Beauty Satin Eyeshadow Palette,117.49,1678,1174,1386,84.7,0.847,,,
POP100874,Sisley,Sisley-Paris,North America,New York,High-Street,Shop-in-Shop,2024-07-06,2024-09-15,71,LE-PA9QJNA7,Sisley-Paris Noir Highlighter,52.31,1539,1761,3119,56.46,0.5646,,,
POP101771,L’Oréal Group,YSL Beauty,Asia-Pacific,Tokyo,Art/Design District,Mobile Pop-Up Truck,2024-10-02,2024-12-15,74,LE-M5M1RR2N,YSL Beauty Lumière Mascara,63.07,957,2163,2163,100,1,,,
POP100771,L’Oréal Group,Lancôme,Europe,Milan,Art/Design District,Shop-in-Shop,2025-04-09,2025-05-27,48,LE-1YA7A9YQ,Lancôme Satin Foundation,68.92,1049,4437,4572,97.05,0.9705,,,
POP101601,Estée Lauder Companies,NARS,Asia-Pacific,Singapore,Art/Design District,Mall Kiosk,2024-10-23,2025-01-12,81,LE-FH7CWYK2,NARS Lumière Lipstick,69.3,932,543,683,79.5,0.795,,,
POP100343,Unilever,Hourglass,Asia-Pacific,Shanghai,High-Street,Mall Kiosk,2024-12-17,2025-03-15,88,LE-5F326Q9C,Hourglass Velvet Mascara,42.38,1812,3592,4514,79.57,0.7957,,,
POP100398,Estée Lauder Companies,Bobbi Brown,Middle East,Jeddah,Department Store Atrium,Standalone Pop-Up,2024-03-18,2024-05-14,57,LE-TVJY6N7W,Bobbi Brown Velvet Serum,184.42,1617,1244,1529,81.36,0.8136,,,
POP100584,LVMH,Dior,North America,Miami,Art/Design District,Flash Event,2025-02-02,2025-02-07,5,LE-E8435WZE,Dior Éclat Highlighter,77.24,602,3058,4233,72.24,0.7224,,,
POP101609,Private ,Huda Beauty,Europe,Paris,Department Store Atrium,Standalone Pop-Up,2024-03-26,2024-04-24,29,LE-432A6LPO,Huda Beauty Opulence Blush,53.28,1799,1575,2307,68.27,0.6827,,,
POP100292,Private ,Pat McGrath Labs,Latin America,São Paulo,Airport Duty-Free,Standalone Pop-Up,2024-12-31,2025-03-12,71,LE-0ZV1FBZ3,Pat McGrath Labs Noir Serum,249.66,1346,3216,3796,84.72,0.8472,,,
POP102121,Private ,Pat McGrath Labs,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,2024-12-06,2025-02-25,81,LE-8E626QS1,Pat McGrath Labs Satin Eyeshadow Palette,115.02,553,1907,3517,54.22,0.5422,,,
POP101009,Unilever,Hourglass,North America,,Luxury Mall,Standalone Pop-Up,2024-12-20,2024-12-31,11,LE-MJINSCZ5,Hourglass Opulence Foundation,55.11,1228,3507,4534,77.35,0.7735,,,
POP101628,Unilever,Hourglass,North America,Miami,Art/Design District,Shop-in-Shop,2024-11-17,2025-01-20,64,LE-NSRYXQ8L,Hourglass Rouge Mascara,34.51,876,841,1166,72.13,0.7213,,,
POP100141,Estée Lauder Companies,Bobbi Brown,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-04-13,2024-06-20,68,LE-Y00B8XAW,Bobbi Brown Velvet Blush,57.99,1201,2377,2817,84.38,0.8438,,,
POP101114,Shiseido Company Limited,Shiseido,North America,Chicago,Luxury Mall,Mall Kiosk,2024-05-05,2024-05-24,19,LE-ERDXOCQL,Shiseido Glow Lipstick,73.19,1479,990,1640,60.37,0.6037,,,
POP100002,Estée Lauder,Estée Lauder,Asia-Pacific,Singapore,High-Street,Flash Event,2025-04-11,2025-04-27,16,LE-DHMNBBBR,Estée Lauder Rouge Eyeshadow Palette,91.11,2441,518,813,63.71,0.6371,,,
POP100576,L’Oréal Group,Valentino Beauty,North America,Toronto,High-Street,Mall Kiosk,2024-12-07,2025-01-26,50,LE-H4267ZH0,Valentino Beauty Éclat Highlighter,88.24,1620,1068,2389,44.7,0.447,,,
POP101552,L’Oréal Group,Valentino Beauty,Latin America,Lima,High-Street,Mobile Pop-Up Truck,2025-05-12,2025-05-27,15,LE-FAQ7NN4X,Valentino Beauty Velvet Primer,49.93,1994,966,1281,75.41,0.7541,,,
POP100339,L’Oréal Group,YSL Beauty,Asia-Pacific,Singapore,Department Store Atrium,Standalone Pop-Up,2024-03-15,2024-05-11,57,LE-XUHTU8YS,YSL Beauty Éclat Setting Powder,73.66,520,1864,2199,84.77,0.8477,,,
POP101391,Private ,Huda Beauty,North America,New York,Airport Duty-Free,Shop-in-Shop,2024-07-11,2024-07-14,3,LE-JINW0DIM,Huda Beauty Velvet Eyeshadow Palette,59.7,1007,1230,1546,79.56,0.7956,,,
POP100265,LVMH,Fenty Beauty,Middle East,Doha,Luxury Mall,Flash Event,2025-06-19,2025-07-28,39,LE-B2TCG15E,Fenty Beauty Rouge Setting Powder,76.14,1315,1155,1523,75.84,0.7584,,,
POP100376,Shiseido Company Limited,Shiseido,Europe,Milan,Art/Design District,Standalone Pop-Up,2025-01-04,2025-02-04,31,LE-DBO6MO8G,Shiseido Glow Mascara,60.92,1001,2846,3854,73.85,0.7385,,,
POP100856,Puig,Charlotte Tilbury,Asia-Pacific,Hong Kong,Art/Design District,Flash Event,2024-04-11,2024-04-21,10,LE-VAGSC9AV,Charlotte Tilbury Opulence Highlighter,66.58,1070,3632,3994,90.94,0.9094,,,
POP100439,Estée Lauder Companies,Bobbi Brown,Latin America,São Paulo,Airport Duty-Free,Standalone Pop-Up,2024-12-23,2025-03-15,82,LE-LLYIKDH8,Bobbi Brown Opulence Fragrance,315.45,1771,3900,4407,88.5,0.885,,,
POP100271,Chanel Limited,Chanel,Europe,Berlin,Airport Duty-Free,Flash Event,2024-04-26,2024-07-09,74,LE-2MZJSPNN,Chanel Opulence Setting Powder,59.25,2202,756,1042,72.55,0.7255,,,
POP100244,L’Oréal Group,YSL Beauty,Europe,Madrid,Department Store Atrium,Flash Event,2024-06-02,2024-07-31,59,LE-843PZ73F,YSL Beauty Satin Lipstick,45,1356,1208,2344,51.54,0.5154,,,
POP101465,Estée Lauder,Estée Lauder,Latin America,Bogotá,Department Store Atrium,Standalone Pop-Up,2024-12-12,2025-03-03,81,LE-QB2PS7Y8,Estée Lauder Opulence Lipstick,69.74,1148,1202,2361,50.91,0.5091,,,
POP100647,Private ,Rare Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,2024-06-08,2024-08-26,79,LE-5E7L9N9D,Rare Beauty Glow Fragrance,385.9,932,599,953,62.85,0.6285,,,
POP100806,L’Oréal Group,Lancôme,Europe,Paris,Luxury Mall,Mobile Pop-Up Truck,2024-05-05,2024-07-10,66,LE-SM2590P8,Lancôme Lumière Eyeshadow Palette,84.12,1416,2301,2681,85.83,0.8583,,,
POP100651,Estée Lauder,Estée Lauder,Asia-Pacific,Shanghai,Airport Duty-Free,Shop-in-Shop,2024-09-11,,39,LE-RK239SIC,Estée Lauder Éclat Setting Powder,55.34,904,2327,4047,57.5,0.575,,,
POP100607,L’Oréal Group,Lancôme,Europe,London,Luxury Mall,Shop-in-Shop,2025-03-04,2025-04-15,42,LE-7N5GAFYB,Lancôme Noir Serum,229.69,1423,1256,1636,76.77,0.7677,,,
POP100415,LVMH,Fenty Beauty,North America,Toronto,Luxury Mall,Standalone Pop-Up,2024-08-03,2024-10-13,71,LE-QDFUBI6X,Fenty Beauty Mirage Foundation,66.07,755,746,1006,74.16,0.7416,,,
